,"('Sex and Age', 'Under 5 years')","('Sex and Age', '10 to 14 years')","('Sex and Age', '15 to 19 years')","('Sex and Age', '20 to 24 years')","('Sex and Age', '25 to 34 years')","('Sex and Age', '35 to 44 years')","('Sex and Age', '45 to 54 years')","('Sex and Age', '55 to 59 years')","('Sex and Age', '60 to 64 years')","('Sex and Age', '65 to 74 years')","('Sex and Age', '75 to 84 years')","('Sex and Age', '85 years and over')","('Sex and Age', 'Total population')","('Place of Birth', 'Native')","('Place of Birth', 'Born in United States')","('Place of Birth', 'State of residence')","('Place of Birth', 'Different state')","('Place of Birth', 'Born in Puerto Rico, U.S. Island areas, or born abroad to American parent(s)')","('Place of Birth', 'Foreign born')","('Residence 1 Year Ago', 'Same house')","('Residence 1 Year Ago', 'Different house in the U.S.')","('Residence 1 Year Ago', 'Same county')","('Residence 1 Year Ago', 'Different county')","('Residence 1 Year Ago', 'Same state')","('Residence 1 Year Ago', 'Different state')","('Residence 1 Year Ago', 'Abroad')","('Commuting to Work', 'Car, truck, or van -- drove alone')","('Commuting to Work', 'Car, truck, or van -- carpooled')","('Commuting to Work', 'Public transportation (excluding taxicab)')","('Commuting to Work', 'Walked')","('Commuting to Work', 'Worked from home')","('Commuting to Work', 'Mean travel time to work (minutes)')","('Occupation', 'Civilian employed population 16 years and over')","('Occupation', 'Management, business, science, and arts occupations')","('Occupation', 'Service occupations')","('Occupation', 'Sales and office occupations')","('Occupation', 'Natural resources, construction, and maintenance occupations')","('Occupation', 'Production, transportation, and material moving occupations')",Civilian employed population 16 years and over,"Agriculture, forestry, fishing and hunting, and mining",Construction,Manufacturing,Wholesale trade,Retail trade,"Transportation and warehousing, and utilities",Information,"Finance and insurance, and real estate and rental and leasing","Professional, scientific, and management, and administrative and waste management services","Educational services, and health care and social assistance","Arts, entertainment, and recreation, and accommodation and food services","Other services, except public administration",Public administration,Civilian employed population 16 years and over,Private wage and salary workers,Total households,"Less than $10,000","$10,000 to $14,999","$15,000 to $24,999","$25,000 to $34,999","$35,000 to $49,999","$50,000 to $74,999","$75,000 to $99,999","$100,000 to $149,999","$150,000 to $199,000","$200,000 or more",Median household income (dollars),Mean household income (dollars),Civilian noninstitutionalized population,With health insurance coverage,With private health insurance,With public coverage,No health insurance coverage,Civilian noninstitutionalized population under 19 years,No health insurance coverage.1,Population 25 years and over,Less than 9th grade,"9th to 12th grade, no diploma",High school graduate (includes equivalency),"Some college, no degree",Associate's degree,Bachelor's degree,Graduate or professional degree,Percent high school graduate or higher,Percent bachelor's degree or higher,One race,White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander,Some other race,Two or more races,"('Value', 'Median (dollars)')"
34,0.067131982,0.074647908,0.07323156,0.077784012,0.160333646,0.14463874,0.120203808,0.052181214,0.052305455,0.061787004,0.031746841,0.011216999,764643,0.699319813,0.685603608,0.617672561,0.067931048,0.013716205,0.300680187,0.886180871,0.096019973,0.050161971,0.045858002,0.038888736,0.006969265,0.005164502,0.362091852,0.056184389,0.006826715,0.003984866,0.02532816,32.4,0.470911262,0.115602968,0.086793445,0.104583446,0.053673414,0.11025799,0.470911262,0.003609528,0.038980282,0.050337216,0.016263799,0.051302372,0.056941605,0.00457076,0.019739931,0.048630537,0.084453791,0.046752537,0.029535352,0.019793551,0.470911262,0.381112493,0.264135028,0.010437551,0.008355533,0.017227647,0.019228581,0.031077248,0.047908632,0.044922925,0.053043054,0.019480987,0.01245287,0.095559627,0.112133375,0.987815229,0.887046635,0.542701627,0.397163121,0.100768594,0.273770897,0.010704342,0.634413707,0.084054912,0.084708812,0.164039951,0.145218095,0.040607185,0.085480414,0.030304338,73.4,18.3,0.950120514,0.520577577,0.053451088,0.010552637,0.074273877,0.003623913,0.287641422,0.049879486,423700
35,0.0480613,0.064992511,0.060448764,0.057005891,0.124491243,0.113849032,0.111054509,0.064460599,0.068808517,0.129124965,0.079941622,0.025669389,755764,0.794378933,0.782921653,0.564399733,0.21852192,0.01145728,0.205621067,0.867879391,0.116306148,0.074933445,0.041372704,0.025718346,0.015654358,0.008948561,0.303466426,0.044130178,0.005082274,0.005389248,0.026734536,30.3,0.398772633,0.122542222,0.102505544,0.086201513,0.043002842,0.044520512,0.398772633,0.00845502,0.034125732,0.019168682,0.007755066,0.050080448,0.021562287,0.004919525,0.020843808,0.041900646,0.088841226,0.054849133,0.029101677,0.017169381,0.398772633,0.298728174,0.367020657,0.026672347,0.019971843,0.038095225,0.031486019,0.04555258,0.056603649,0.046081846,0.053884546,0.023848715,0.024823887,0.077706797,0.112343271,0.985449161,0.902195659,0.527885689,0.510980941,0.083253502,0.213982143,0.006951906,0.717399876,0.057807728,0.070127712,0.183857659,0.175990124,0.056012194,0.108042987,0.065561472,82.2,24.2,0.965038028,0.712271291,0.049467823,0.012907468,0.039206684,0.000842856,0.150341906,0.034961972,310900
36,0.05105988,0.051922668,0.057269773,0.077794043,0.198332216,0.142474525,0.130347787,0.056236608,0.052150291,0.072615952,0.03828571,0.016872754,733668,0.682323612,0.671756162,0.490840544,0.180915619,0.01056745,0.317676388,0.886939324,0.095455983,0.069726361,0.025729622,0.010702389,0.015027233,0.008679675,0.383081993,0.031789583,0.046165295,0.01810083,0.033091262,31.6,0.539573758,0.244061347,0.111470038,0.099261519,0.032953598,0.051827257,0.539573758,0.00103998,0.027603766,0.028117623,0.013087664,0.046382015,0.028322075,0.033213933,0.032640104,0.101186095,0.118001603,0.062367447,0.029273459,0.018337995,0.539573758,0.418776613,0.37554725,0.02736115,0.017852762,0.027620122,0.029830932,0.038251634,0.058879493,0.036235736,0.059671405,0.034394304,0.045449713,0.094828996,0.145583561,0.995440717,0.895293239,0.583435559,0.374370969,0.100147478,0.198069154,0.009294395,0.707315843,0.085178855,0.049874057,0.117183794,0.130027478,0.040437909,0.169102373,0.115511376,80.9,40.2,0.961411701,0.501793727,0.219074568,0.005059509,0.091771755,0.001476145,0.142235998,0.038588299,828000
37,0.052575176,0.066801984,0.062285402,0.071818201,0.147876199,0.133889271,0.125132893,0.06141388,0.06423568,0.089031461,0.048789593,0.019201862,704515,0.692083206,0.683478705,0.611925935,0.07155277,0.008604501,0.307916794,0.920394882,0.066776435,0.05305068,0.013725755,0.010180053,0.003545702,0.003815391,0.390284096,0.044089906,0.0106002,0.008303585,0.016590136,32.8,0.488777386,0.164638084,0.086157144,0.121669517,0.036629454,0.079683186,0.488777386,0.002638695,0.031404583,0.052985387,0.021392021,0.050024485,0.037153219,0.007882018,0.026367075,0.053678062,0.109576091,0.049780345,0.02560201,0.020293393,0.488777386,0.38952045,0.288384208,0.011585275,0.008107705,0.021461573,0.01808904,0.030115753,0.04762993,0.039208534,0.060813467,0.031051149,0.020321782,0.112947205,0.132748061,0.994709836,0.912903203,0.629640249,0.362927688,0.081806633,0.225556589,0.007961505,0.68957084,0.068748004,0.060728302,0.174473219,0.156107393,0.058176192,0.118349503,0.052988226,81.2,24.8,0.963325124,0.414038026,0.048419125,0.008577532,0.16117187,0.003109941,0.32800863,0.036674876,578600
38,0.056336241,0.060630863,0.060319921,0.064804176,0.131348511,0.12710548,0.138968677,0.071162448,0.068666548,0.09824785,0.048035629,0.019359265,717176,0.664984606,0.653198099,0.541610428,0.111587672,0.011786507,0.335015394,0.88160089,0.100240387,0.06153859,0.038701797,0.027534385,0.011167412,0.008889031,0.40205612,0.047875277,0.009731224,0.004280679,0.028570393,33.3,0.510708668,0.227875724,0.072216583,0.12817077,0.032484355,0.049961237,0.510708668,0.002933729,0.034932848,0.055224938,0.024277165,0.052623066,0.026530447,0.006652481,0.041827947,0.057213292,0.11769217,0.04861847,0.022142403,0.020039711,0.510708668,0.406240588,0.320335594,0.009510915,0.006200709,0.013056767,0.016824322,0.025816536,0.05126775,0.042923913,0.071545897,0.036282586,0.046906199,0.134459324,0.165609279,0.997158299,0.928316062,0.690460919,0.317843877,0.068842237,0.221313876,0.008935045,0.702894408,0.040267661,0.030515522,0.127053889,0.140966792,0.061470267,0.199822638,0.10279764,89.9,43.1,0.96191172,0.51941225,0.017373699,0.002686928,0.3271303,0.001850313,0.093458231,0.03808828,685300
39,0.073883905,0.08873723,0.081545226,0.079338319,0.150858878,0.131961885,0.130748086,0.053236751,0.044970626,0.056785961,0.025033034,0.01086832,715934,0.602265013,0.597752027,0.565883168,0.031868859,0.004512986,0.397734987,0.935636525,0.048609229,0.044393757,0.004215472,0.002296301,0.001919171,0.002880154,0.316328041,0.054762031,0.037488092,0.010304022,0.01098565,33.9,0.457086826,0.078451366,0.104357385,0.101635067,0.054072023,0.118570986,0.457086826,0.003711236,0.037707386,0.060709507,0.027934139,0.055051164,0.041883749,0.003700062,0.018515673,0.043107326,0.07123841,0.05402593,0.027390793,0.012111452,0.457086826,0.379469337,0.250609693,0.011798574,0.013575274,0.030030701,0.026611392,0.038693511,0.046808784,0.033711208,0.031142535,0.012245542,0.005992172,0.072316722,0.092123017,0.997489992,0.838901351,0.356965866,0.512453662,0.158588641,0.29871748,0.014923163,0.60446354,0.164133845,0.094044982,0.151914841,0.101235589,0.032327002,0.045372898,0.015434384,57.3,10.1,0.982857358,0.557096045,0.050929276,0.010851559,0.018996164,0.001402364,0.34358195,0.017142642,500800
40,0.068320455,0.084607083,0.083902893,0.086035802,0.155085869,0.134342758,0.123063,0.049655595,0.047910372,0.057833864,0.028501917,0.010332787,786719,0.742243419,0.731408546,0.625141887,0.106266659,0.010834872,0.257756581,0.884170841,0.099078578,0.051194899,0.047883679,0.043929281,0.003954398,0.005042461,0.349919094,0.053187987,0.006997416,0.005332272,0.020721503,35,0.453091892,0.116990946,0.087501382,0.098281597,0.056877996,0.09343997,0.453091892,0.002492631,0.048605665,0.045838476,0.016156976,0.053531185,0.044984296,0.004382759,0.017797969,0.045347831,0.09109733,0.040523999,0.021789228,0.020543549,0.453091892,0.362388604,0.248050447,0.009322261,0.008546889,0.016327304,0.015107046,0.0309043,0.051480897,0.037946204,0.045491465,0.018716975,0.014207106,0.088956794,0.108927076,0.995221928,0.884160672,0.535929601,0.404987041,0.111061256,0.287726622,0.013030065,0.606726163,0.081644145,0.060077359,0.174015118,0.141388475,0.042923839,0.067137059,0.039540166,76.6,17.6,0.963793934,0.465922394,0.090859633,0.008100732,0.066901905,0.002375689,0.329633579,0.036206066,378800
41,0.070017441,0.076935431,0.069656968,0.059859951,0.141479153,0.135968554,0.132918214,0.064660311,0.051908128,0.070155444,0.040863137,0.012083582,840562,0.818584471,0.804765145,0.652945291,0.151819854,0.013819326,0.181415529,0.867358981,0.116504196,0.063940554,0.052563642,0.043623195,0.008940447,0.004530302,0.356460321,0.041416338,0.003308501,0.00301227,0.025469864,40.5,0.448798542,0.166801497,0.078273822,0.103567613,0.044132378,0.056023232,0.448798542,0.002989666,0.044296554,0.049039809,0.011475656,0.053178707,0.023709137,0.006969147,0.026671441,0.041537686,0.097988013,0.040576424,0.020457741,0.029908561,0.448798542,0.341341864,0.280791899,0.009198608,0.005772329,0.012604662,0.016861338,0.024047007,0.046684242,0.035991396,0.06224407,0.033061214,0.034327034,0.107845703,0.135899553,0.989463002,0.920245027,0.685293887,0.316036176,0.069217976,0.278619543,0.009882674,0.650036523,0.034873097,0.038858526,0.16760929,0.173883664,0.062405867,0.114135543,0.058270538,88.7,26.5,0.945491231,0.611450434,0.0621715,0.005078745,0.095211299,0.007048855,0.164530398,0.054508769,455800
42,0.069404565,0.066249873,0.05552793,0.064193976,0.174169755,0.133907327,0.129747411,0.056845949,0.059177213,0.069450014,0.038582153,0.017842725,748092,0.678048957,0.664723055,0.535034461,0.129688594,0.013325901,0.321951043,0.886890917,0.092550114,0.076037439,0.016512675,0.006239874,0.010272801,0.007190292,0.364072868,0.045879384,0.025749507,0.011315453,0.022006652,31.2,0.504486079,0.170319961,0.107843688,0.112611818,0.03957401,0.074136604,0.504486079,0.002936805,0.029638066,0.045333996,0.01786144,0.050426953,0.044867476,0.015257482,0.027530036,0.063572395,0.102693252,0.058754806,0.029638066,0.015975308,0.504486079,0.396834881,0.328974244,0.017532603,0.014772247,0.023823273,0.025833721,0.040373377,0.056419531,0.04090005,0.054093614,0.027091588,0.02813424,0.089120055,0.121967619,0.995739829,0.889837079,0.54658919,0.418911043,0.10590275,0.246332002,0.009976046,0.679722547,0.080671896,0.066245863,0.151770103,0.133093256,0.045843292,0.141336894,0.060761243,78.4,29.7,0.951935056,0.433268903,0.202124872,0.008895965,0.119981232,0.005679783,0.181984301,0.048064944,608300
43,0.069757648,0.075419026,0.066433332,0.078232981,0.163848063,0.123901888,0.123935354,0.056189865,0.056393452,0.073523998,0.030734585,0.012945868,717140,0.658613381,0.649141032,0.583522046,0.065618987,0.009472348,0.341386619,0.913166188,0.072038932,0.061207017,0.010831916,0.007527122,0.003304794,0.002194829,0.344805756,0.054982291,0.022704075,0.006054606,0.013237304,31.6,0.459483504,0.09758764,0.101570126,0.105294643,0.047046602,0.107984494,0.459483504,0.002939454,0.030394344,0.057023733,0.019810637,0.049677887,0.053087263,0.005883091,0.01698692,0.04934183,0.086022255,0.044770896,0.026933374,0.016611819,0.459483504,0.372404273,0.266377555,0.011908414,0.014515994,0.023663441,0.027605488,0.032407898,0.053780294,0.034867669,0.039096969,0.01548791,0.013043478,0.082313077,0.106411579,0.990813509,0.863459018,0.433831609,0.475166634,0.127354491,0.266120981,0.012771565,0.641473074,0.125465042,0.094022088,0.160546058,0.132103913,0.033979418,0.072476783,0.022879772,65.8,14.9,0.962407619,0.457761386,0.14633126,0.007340268,0.059716373,0.004842848,0.286415484,0.037592381,471900
44,0.05709007,0.059438072,0.070292211,0.062483651,0.13901993,0.127766453,0.142084465,0.06415556,0.065232254,0.089327711,0.048700195,0.018576767,791311,0.699996588,0.684587981,0.492334872,0.192253109,0.015408607,0.300003412,0.844771525,0.131589223,0.092236807,0.039352416,0.026951477,0.01240094,0.013849169,0.38672532,0.043733753,0.004281502,0.011328037,0.048633218,26.7,0.513743648,0.294570656,0.06457638,0.105145764,0.01815721,0.031293638,0.513743648,0.001721194,0.01983291,0.056890401,0.018840886,0.043114528,0.016480246,0.013308295,0.057993633,0.088196676,0.112445044,0.044385836,0.024980065,0.015553935,0.513743648,0.406404056,0.3563264,0.017918366,0.009635908,0.012073635,0.014070321,0.020587354,0.038546159,0.039775765,0.073322625,0.050116831,0.080279435,0.145868059,0.183355217,0.997373978,0.945932762,0.7911428,0.248644338,0.051441216,0.225758267,0.006007752,0.694863334,0.016206018,0.021519984,0.079878834,0.127108052,0.057192431,0.234854564,0.158103451,94.6,56.6,0.951067279,0.619367101,0.018481987,0.00286613,0.262311531,0.002447837,0.045592694,0.048932721,794400
45,0.064397925,0.06632401,0.070538256,0.081525786,0.169721405,0.138306488,0.129249126,0.059846104,0.047132584,0.058106502,0.032989814,0.015999434,734651,0.636355222,0.614008556,0.541515631,0.072492925,0.022346665,0.363644778,0.87899016,0.105820315,0.080670958,0.025149357,0.020034003,0.005115354,0.00396787,0.389495148,0.051915808,0.017575692,0.013078319,0.020504974,28.4,0.512150667,0.143130548,0.122214494,0.105296256,0.059203622,0.082305748,0.512150667,0.007240173,0.044124353,0.062975481,0.015551602,0.055162247,0.0234152,0.009656286,0.02517658,0.065691056,0.0929067,0.069957027,0.026458822,0.013835141,0.512150667,0.427824913,0.264754285,0.009005637,0.007256507,0.015641441,0.019964582,0.029039639,0.056391402,0.038475412,0.049019194,0.022044481,0.01791599,0.097733482,0.123992209,0.985691165,0.861991612,0.529982264,0.383503187,0.123699553,0.253467293,0.014604213,0.651351458,0.103611102,0.086793593,0.162143657,0.126345707,0.034913176,0.09428967,0.043254552,70.8,21.1,0.973277107,0.506809356,0.02056895,0.005963376,0.138100949,0.005737418,0.296097058,0.026722893,586500
46,0.057408507,0.067153572,0.055998239,0.064245242,0.151343239,0.140808034,0.133075249,0.066591973,0.060542591,0.086125302,0.040355689,0.02032347,717594,0.709689602,0.698396308,0.564870944,0.133525364,0.011293294,0.290310398,0.885241515,0.098800993,0.076173993,0.022627001,0.015584021,0.00704298,0.004155553,0.382412618,0.046215548,0.018234545,0.011216649,0.025483769,31.3,0.504899707,0.20427707,0.10201869,0.099549327,0.037405552,0.061649066,0.504899707,0.004053824,0.033420012,0.051317319,0.012895871,0.048131673,0.033854798,0.009134692,0.027861158,0.06421319,0.118711974,0.05723292,0.027554578,0.016517697,0.504899707,0.391438613,0.340016778,0.01951382,0.013751509,0.026832722,0.024895693,0.033858979,0.055992664,0.038967717,0.059390129,0.029777284,0.037036263,0.101022305,0.135279838,0.994213998,0.905247257,0.605724128,0.372457128,0.088966742,0.223565136,0.007689585,0.699165545,0.068162499,0.05635638,0.140541866,0.146624693,0.048730898,0.164144349,0.07460486,82.2,34.1,0.95814625,0.524759126,0.068948458,0.004321385,0.234491927,0.00446074,0.121164614,0.04185375,640300
47,0.055782694,0.057091232,0.057170579,0.053229653,0.144285796,0.125703165,0.137758419,0.07156032,0.066081166,0.103047362,0.053913155,0.023364362,718359,0.755463494,0.741122475,0.542533747,0.198588728,0.014341019,0.244536506,0.856855695,0.124947276,0.088834413,0.036112863,0.022807538,0.013305325,0.005532053,0.389654755,0.044980295,0.004884744,0.011117004,0.050846443,27.2,0.518352244,0.240119495,0.081826775,0.120697312,0.03193807,0.043770594,0.518352244,0.002558609,0.031009565,0.051347585,0.017945066,0.056203096,0.018596551,0.009395024,0.054422649,0.076955951,0.09960201,0.056436963,0.029918189,0.013960986,0.518352244,0.416460294,0.368616527,0.013178647,0.008213164,0.019126927,0.01869678,0.030665726,0.046188605,0.0465227,0.070314425,0.041747928,0.073961626,0.140046968,0.197603148,0.99728548,0.934561967,0.704889895,0.330546426,0.062723513,0.210380882,0.008742147,0.725713745,0.036676648,0.038550363,0.115660833,0.148830877,0.062385242,0.204922608,0.118687175,89.6,44.6,0.951188751,0.620934658,0.013579561,0.004169225,0.195764235,0.004870824,0.111870249,0.048811249,840200
48,0.06333491,0.066440059,0.060687809,0.069681938,0.135007643,0.125299782,0.128903996,0.068083559,0.064078724,0.097028027,0.047099537,0.019362399,731366,0.827503603,0.808928772,0.512514938,0.296413834,0.018574831,0.172496397,0.845796769,0.133551464,0.091050172,0.042501292,0.02389638,0.018604912,0.008681016,0.373970078,0.033932395,0.006847461,0.020921126,0.051716924,28.1,0.477896156,0.221445897,0.085900903,0.099054372,0.031409718,0.040085265,0.477896156,0.003278796,0.03325011,0.05181537,0.011948874,0.051388771,0.014255516,0.009147267,0.035059054,0.0782481,0.092794852,0.051120779,0.028907551,0.016681115,0.477896156,0.378058318,0.347162706,0.010273926,0.007361567,0.014854396,0.020962145,0.031810338,0.044538576,0.04368401,0.066259575,0.037598138,0.069820035,0.136781037,0.193521438,0.961552766,0.889565553,0.702071193,0.296400161,0.071987213,0.234327273,0.009020108,0.684863666,0.040699185,0.02784789,0.099681965,0.136292909,0.057318771,0.192390677,0.130632269,90,47.2,0.94285351,0.806429339,0.023121119,0.008819114,0.068697478,0.004577735,0.031208724,0.05714649,748200
49,0.067124628,0.069647902,0.064345466,0.064745127,0.1329065,0.127899523,0.118535842,0.067307971,0.065569511,0.092102799,0.04639896,0.019566255,758142,0.806747285,0.790809637,0.556870613,0.233939025,0.015937648,0.193252715,0.868378219,0.116391125,0.082034764,0.034356361,0.018405523,0.015950838,0.002651218,0.368354477,0.038331869,0.005703417,0.008140955,0.030179043,30.6,0.463293156,0.170464108,0.092478718,0.09838922,0.052259339,0.049701771,0.463293156,0.005227253,0.045263288,0.043698938,0.009784447,0.051871549,0.017786905,0.007593564,0.025430592,0.060092964,0.094043068,0.055513347,0.024586423,0.022400817,0.463293156,0.362792195,0.323893149,0.017577182,0.007768993,0.022051278,0.022063149,0.033451517,0.053633752,0.039821036,0.060344896,0.032111399,0.035069947,0.10333948,0.13380343,0.989275096,0.912950344,0.664423024,0.358583221,0.076324752,0.253410311,0.007364056,0.67028736,0.045841017,0.035924668,0.150426965,0.172290943,0.058998182,0.133286376,0.073519209,87.8,30.9,0.941446325,0.788205903,0.026687613,0.00990052,0.059418948,0.002682875,0.054550467,0.058553675,551200
50,0.068234618,0.071601262,0.074479243,0.075515965,0.164522804,0.135315073,0.114777733,0.055372794,0.050877636,0.071057253,0.037155928,0.0157965,740797,0.688110238,0.664523479,0.54746982,0.11705366,0.023586759,0.311889762,0.904350315,0.078480339,0.059013468,0.019466871,0.008265422,0.011201449,0.006434961,0.315880059,0.055336347,0.021102947,0.013436879,0.015303788,27.3,0.413551891,0.095775226,0.119988337,0.086869952,0.050403822,0.060514554,0.413551891,0.009209001,0.037289568,0.029728792,0.009770558,0.049626281,0.024477691,0.005247051,0.017354282,0.045336307,0.0796642,0.053754267,0.024179364,0.02791453,0.413551891,0.313193763,0.28057754,0.013552971,0.021417473,0.027471764,0.0283114,0.042170797,0.049072823,0.039229371,0.038288492,0.012780829,0.008281621,0.07083047,0.09256382,0.94957053,0.831407255,0.459316115,0.447233183,0.118163275,0.261456242,0.01395794,0.644875722,0.08387588,0.089017639,0.17484952,0.146999785,0.048748848,0.072303209,0.029080841,73.2,15.7,0.963379981,0.685498186,0.066338012,0.009782707,0.076718723,0.005701967,0.119340386,0.036620019,385300
51,0.053633509,0.05395939,0.062544401,0.073216355,0.177291042,0.130645727,0.126739064,0.06401217,0.05837573,0.083614569,0.04486079,0.017929977,767151,0.772237799,0.755441888,0.426218567,0.329223321,0.016795911,0.227762201,0.824957538,0.151382192,0.095689115,0.055693077,0.021040186,0.034652891,0.012619419,0.392734937,0.041306079,0.01239782,0.0195659,0.052764058,23.8,0.51980249,0.316116384,0.071966275,0.08491679,0.017043581,0.029759461,0.51980249,0.000995893,0.015115668,0.059770502,0.00919115,0.043979608,0.01469463,0.018099435,0.04060739,0.104631292,0.119692212,0.050761845,0.021336086,0.02092678,0.51980249,0.403599813,0.375016131,0.015614918,0.01135109,0.014926657,0.014101526,0.026508471,0.044156887,0.045594674,0.07857384,0.046174743,0.078013325,0.138856627,0.180758417,0.96730761,0.922866554,0.776385614,0.247109109,0.044441055,0.207098733,0.004518015,0.703469069,0.016471334,0.016861087,0.070287336,0.125247833,0.045525588,0.245667411,0.183408482,95.3,61,0.938776069,0.663716791,0.030081431,0.003198849,0.207154784,0.002232937,0.032391276,0.061223931,775300
52,0.059069843,0.052662986,0.053161325,0.073483355,0.190277524,0.153750516,0.11890764,0.053434773,0.053089769,0.080019269,0.03840792,0.017047045,782599,0.770974663,0.743871382,0.529377114,0.214494268,0.02710328,0.229025337,0.853420462,0.12797103,0.083920373,0.044050657,0.020902148,0.023148509,0.008724775,0.404585235,0.042647639,0.019352184,0.009971901,0.038631534,27.5,0.516379397,0.23831873,0.096693198,0.103644395,0.030688769,0.047034305,0.516379397,0.001755688,0.025603151,0.037734523,0.009956568,0.049042996,0.024569415,0.012261707,0.032374179,0.082433021,0.121095222,0.058885841,0.027964513,0.032702572,0.516379397,0.393055703,0.353008373,0.013135718,0.009686953,0.022187608,0.021201152,0.032100731,0.060434526,0.056247197,0.06825079,0.034474872,0.035288826,0.104885133,0.134538889,0.976034981,0.905804889,0.688956924,0.319473958,0.070230092,0.208238191,0.009223114,0.704934456,0.031837506,0.032779239,0.124906881,0.161313776,0.068547238,0.183013267,0.102536548,90.8,40.5,0.939433861,0.626667041,0.08088178,0.006173021,0.151276707,0.003669823,0.070765488,0.060566139,583900
